Season,PenguinID,Diveduration(s),Divedepth(m),Nokrillcaptured,R
2010/11,52_28a,67,9,1,1.493
2010/11,52_28a,118,21.6,7,5.935
2010/11,52_28a,112,15.4,8,7.146
2010/11,52_28a,100,12.79,3,3.001
2010/11,52_28a,111,19.3,6,5.408
2010/11,52_28a,118,20.89,2,1.696
2010/11,52_28a,89,21.89,1,1.124
2010/11,52_28a,74,28.8,1,1.352
2010/11,52_28a,90,31,3,3.335
2010/11,52_28a,67,15.19,1,1.493
2010/11,52_28a,120,26.19,7,5.836
2010/11,52_28a,122,14.8,2,1.64
2010/11,52_28a,58,30.79,1,1.725
2010/11,52_28a,94,41.3,2,2.128
2010/11,52_28a,85,40.79,2,2.354
2010/11,52_28a,102,22.2,4,3.923
2010/11,52_28a,48,24.9,1,2.084
2010/11,52_28a,98,35.3,4,4.083
2010/11,52_28a,82,13.8,1,1.22
2010/11,52_28a,117,49.79,3,2.565
2010/11,52_28a,123,44.99,4,3.253
2010/11,52_28a,112,59.39,8,7.146
2010/11,52_28a,100,59.99,3,3.001
2010/11,52_28a,117,61,6,5.13
2010/11,52_28a,121,63.19,8,6.614
2010/11,52_28a,113,58.2,8,7.082
2010/11,52_28a,108,60.39,12,11.116
2010/11,52_28a,132,65,14,10.61
2010/11,52_28a,119,65.9,7,5.885
2010/11,52_28a,123,64.29,6,4.88
2010/11,52_28a,121,64.99,8,6.614
2010/11,52_28a,132,70.7,12,9.095
2010/11,52_28a,101,58.49,8,7.924
2010/11,52_28a,109,64.2,9,8.26
2010/11,52_28a,126,64.59,10,7.94
2010/11,52_28a,39,39.2,4,10.26
2010/11,52_28a,113,54.29,5,4.427
2010/11,52_28a,120,60.59,9,7.503
2010/11,52_28a,111,58.39,12,10.815
2010/11,52_28a,112,59.3,9,8.039
2010/11,52_28a,105,61.4,5,4.764
2010/11,52_28a,107,58,13,12.154
2010/11,52_28a,125,58.79,12,9.604
2010/11,52_28a,110,58.99,3,2.728
2010/11,52_28a,110,49.69,10,9.095
2010/11,52_28a,98,51.59,4,4.083
2010/11,52_28a,100,55.1,5,5.002
2010/11,52_28a,101,55.09,7,6.933
2010/11,52_28a,93,56.79,7,7.53
2010/11,52_28a,105,63.4,6,5.717
2010/11,52_28a,110,55.4,6,5.457
2010/11,52_28a,93,55.69,10,10.757
2010/11,52_30a,97,14.1,2,2.062
2010/11,52_30a,76,15.7,2,2.632
2010/11,52_30a,76,12.1,1,1.316
2010/11,52_30a,173,71.1,4,2.312
2010/11,52_30a,186,64.3,1,0.538
2010/11,52_30a,163,71.9,3,1.841
2010/11,52_30a,171,73.4,7,4.094
2010/11,52_30a,172,72.4,4,2.326
2010/11,52_30a,189,73.1,1,0.529
2010/11,52_30a,187,80.5,7,3.743
2010/11,52_30a,162,72.9,9,5.556
2010/11,52_30a,173,74.5,6,3.468
2010/11,52_30a,180,72.2,4,2.222
2010/11,52_30a,158,76.2,4,2.532
2010/11,52_30a,181,78.3,6,3.315
2010/11,52_30a,174,75.5,1,0.575
2010/11,52_30a,122,32.2,1,0.82
2010/11,52_30a,164,71,10,6.098
2010/11,52_30a,172,72,5,2.907
2010/11,52_30a,164,72.1,6,3.659
2010/11,52_30a,170,71.7,6,3.529
2010/11,52_30a,161,72.4,3,1.863
2010/11,52_30a,162,73.5,12,7.408
2010/11,52_30a,175,72.9,8,4.571
2010/11,52_30a,158,71.5,3,1.899
2010/11,52_30a,154,74.1,5,3.247
2010/11,52_30a,158,75.9,3,1.899
2010/11,52_30a,174,78.4,8,4.598
2010/11,52_30a,159,75.7,4,2.516
2010/11,52_30a,176,74.5,9,5.114
2010/11,52_30a,177,67.9,2,1.13
2010/11,52_30a,134,47,1,0.746
2010/11,52_30a,190,66.4,7,3.684
2010/11,52_30a,172,74.1,6,3.488
2010/11,52_30a,184,75.3,12,6.522
2010/11,52_30a,160,76.5,10,6.25
2010/11,52_30a,176,77.6,5,2.841
2010/11,52_30a,180,80.4,6,3.333
2010/11,52_30a,190,76.9,4,2.105
2010/11,52_30a,165,74.8,8,4.849
2010/11,52_30a,193,76.2,6,3.109
2010/11,52_30a,182,75.9,10,5.495
2010/11,52_30a,167,72.1,4,2.395
2010/11,52_30a,186,74.6,10,5.376
2010/11,52_30a,166,74,6,3.615
2010/11,52_30a,185,74.8,9,4.865
2010/11,52_30a,182,82.4,11,6.044
2010/11,52_30a,185,75.8,11,5.946
2010/11,52_30a,185,77.1,9,4.865
2010/11,52_30a,182,80.9,8,4.396
2010/11,52_30a,183,76.7,7,3.825
2010/11,52_30a,175,77.2,12,6.857
2010/11,52_30a,181,72.6,10,5.525
2010/11,52_30a,165,67.9,4,2.424
2010/11,52_30a,172,75.4,11,6.395
2010/11,52_30a,171,70.5,10,5.848
2010/11,52_30a,174,63.7,6,3.448
2010/11,52_30a,164,72.8,12,7.317
2010/11,52_30a,182,76.9,10,5.495
2010/11,52_30a,154,71.9,6,3.896
2010/11,52_30a,173,70.4,9,5.202
2010/11,52_30a,174,72.2,8,4.598
2010/11,52_30a,168,79.1,7,4.167
2010/11,52_30a,182,72.3,6,3.297
2010/11,52_30a,175,79.8,7,4
2010/11,52_30a,169,70.7,4,2.367
2010/11,52_30a,173,69.1,9,5.202
2010/11,52_30a,175,75,8,4.571
2010/11,52_30a,197,74.8,9,4.569
2010/11,52_30a,212,80.1,12,5.66
2010/11,52_30a,157,64.7,7,4.459
2010/11,52_30a,174,71.9,7,4.023
2010/11,52_30a,200,76.4,20,10
2010/11,52_30a,186,80,7,3.763
2010/11,52_30a,154,69.6,7,4.546
2010/11,52_30a,187,78.7,10,5.348
2010/11,52_30a,161,74.4,6,3.727
2010/11,52_30a,173,70,11,6.358
2010/11,52_30a,140,71.4,17,12.143
2010/11,52_30a,170,76.6,7,4.118
2010/11,52_30a,184,73.5,13,7.065
2010/11,52_30a,160,72.8,6,3.75
2010/11,52_30a,150,74.9,9,6
2010/11,52_30a,168,75.8,10,5.952
2010/11,52_30a,136,40.6,3,2.206
2010/11,52_30a,182,54.3,5,2.747
2010/11,52_30a,164,64.1,17,10.366
2010/11,52_30a,149,63.2,8,5.369
2010/11,52_30a,159,65.6,9,5.66
2010/11,52_30a,176,69.3,22,12.5
2010/11,52_30a,201,77.3,21,10.448
2010/11,52_30a,200,71.7,20,10
2010/11,52_30a,169,72.3,16,9.468
2010/11,52_30a,170,73.5,19,11.177
2010/11,52_30a,163,77.1,17,10.43
2010/11,52_30a,159,69.5,11,6.918
2010/11,52_30a,163,74.2,8,4.908
2010/11,52_30a,167,71.9,11,6.587
2010/11,52_30a,167,74.3,18,10.779
2010/11,52_30a,149,71.9,10,6.712
2010/11,52_30a,161,71.7,10,6.211
2010/11,52_30a,174,71.2,17,9.77
2010/11,52_30a,146,69.8,11,7.534
2010/11,52_30a,152,68.8,9,5.921
2010/11,52_30a,142,71.2,6,4.225
2010/11,52_30a,150,68,12,8
2010/11,52_30a,172,69.6,10,5.814
2010/11,52_30a,152,57.7,27,17.763
2010/11,52_30a,148,67.1,7,4.73
2010/11,52_30a,160,71.6,11,6.875
2010/11,52_30a,150,66.3,15,10
2010/11,52_30a,141,69.2,5,3.546
2010/11,52_30a,143,71.4,6,4.196
2010/11,52_30a,157,71.4,9,5.733
2010/11,52_30a,156,71.2,12,7.692
2010/11,52_30a,154,72.7,12,7.792
2010/11,52_30a,150,67.4,8,5.333
2010/11,52_31a,111,34.3,1,0.901
2010/11,52_31a,129,37.1,2,1.55
2010/11,52_31a,116,47.2,2,1.724
2010/11,52_31a,137,40.9,10,7.3
2010/11,52_31a,133,32.5,16,12.031
2010/11,52_31a,115,43.5,3,2.609
2010/11,52_31a,124,36.6,1,0.806
2010/11,52_31a,111,30.6,1,0.901
2010/11,52_31a,128,39.3,14,10.938
2010/11,52_31a,113,41.6,8,7.08
2010/11,52_31a,125,39.3,8,6.4
2010/11,52_31a,134,49.6,6,4.478
2010/11,52_31a,125,45.3,18,14.401
2010/11,52_31a,130,51.3,4,3.077
2010/11,52_31a,118,39.5,6,5.085
2010/11,52_31a,115,37.8,1,0.87
2010/11,52_35a,50,11.7,5,10
2010/11,52_35a,60,14.8,6,10
2010/11,52_35a,80,15.8,8,10
2010/11,52_35a,40,11.3,6,15
2010/11,52_35a,73,15.1,8,10.959
2010/11,52_35a,71,14.5,4,5.634
2010/11,52_35a,65,17.4,14,21.539
2010/11,52_35a,65,16,15,23.077
2010/11,52_35a,67,14.8,9,13.433
2010/11,52_35a,99,11.7,1,1.01
2010/11,52_35a,116,13.9,1,0.862
2010/11,52_35a,108,20.7,2,1.852
2010/11,52_35a,128,29,4,3.125
2010/11,52_35a,95,12.4,2,2.105
2010/11,52_35a,111,20.4,3,2.703
2010/11,52_35a,99,14.1,5,5.051
2010/11,52_35a,112,15.4,4,3.571
2010/11,52_35a,111,14.6,4,3.604
2010/11,52_35a,116,16.8,2,1.724
2010/11,52_35a,131,30.7,5,3.817
2010/11,52_35a,114,19.4,3,2.632
2010/11,52_35a,114,24.9,4,3.509
2010/11,52_35a,92,13,6,6.522
2010/11,52_35a,124,16.4,5,4.032
2010/11,52_35a,121,22.7,8,6.612
2010/11,52_35a,90,14.5,1,1.111
2010/11,52_35a,82,14.2,1,1.22
2010/11,52_35a,110,17.8,2,1.818
2010/11,52_35a,82,18.1,1,1.22
2010/11,52_35a,127,16.3,3,2.362
2010/11,52_35a,92,29.1,1,1.087
2010/11,52_35a,93,21,1,1.075
2010/11,52_35a,76,20.2,2,2.632
2010/11,52_35a,32,11.6,1,3.125
2010/11,52_35a,64,17.2,2,3.125
2010/11,52_35a,66,16.5,4,6.061
2010/11,52_35a,63,17.4,3,4.762
2010/11,52_35a,81,17.5,5,6.173
2010/11,52_35a,63,19.5,3,4.762
2010/11,52_35a,73,20.3,14,19.178
2010/11,52_35a,71,32.4,1,1.408
2010/11,52_35a,85,31.8,9,10.588
2010/11,52_35a,71,24.5,5,7.042
2010/11,52_35a,90,31.7,25,27.778
2010/11,52_35a,78,26.4,4,5.128
2010/11,52_35a,82,33.5,7,8.537
2010/11,52_35a,68,25.8,1,1.471
2010/11,52_35a,71,26.4,8,11.268
2010/11,52_35a,83,29.7,11,13.253
2010/11,52_35a,54,25.7,2,3.704
2010/11,52_35a,77,33.7,6,7.792
2010/11,52_35a,77,30.7,7,9.091
2010/11,52_35a,92,20.7,8,8.696
2010/11,52_35a,81,28.6,5,6.173
2010/11,52_35a,75,26.4,8,10.667
2010/11,52_35a,76,22.3,6,7.895
2010/11,52_35a,83,26.9,7,8.434
2010/11,52_35a,73,28,5,6.849
2010/11,52_35a,79,15.7,16,20.253
2010/11,52_35a,68,21.2,6,8.824
2010/11,52_35a,79,27.2,8,10.127
2010/11,52_35a,86,36.6,13,15.116
2010/11,52_35a,71,23.5,13,18.31
2010/11,52_35a,77,23.2,20,25.974
2010/11,52_35a,64,15.4,9,14.063
2010/11,52_35a,73,20.7,10,13.699
2010/11,52_35a,78,23.1,10,12.821
2010/11,52_35a,69,10.2,11,15.942
2010/11,52_35a,63,11.1,12,19.048
2010/11,52_35a,62,10.9,12,19.355
2010/11,52_35a,70,11.9,8,11.429
2010/11,52_35a,36,15.7,1,2.778
2010/11,52_35a,60,10.9,9,15
2010/11,52_35a,80,18.4,23,28.75
2010/11,52_35a,69,14.4,7,10.145
2010/11,52_35a,79,19.1,10,12.658
2010/11,52_35a,54,12.3,3,5.556
2010/11,52_35a,71,21.4,4,5.634
2010/11,52_35a,66,15.2,9,13.636
2010/11,52_35a,77,20.4,12,15.584
2010/11,52_35a,71,17.5,14,19.718
2010/11,52_35a,66,18.5,14,21.212
2010/11,52_35a,75,15.8,20,26.667
2010/11,52_35a,67,18.8,7,10.448
2010/11,52_35a,72,13,7,9.722
2010/11,52_35a,66,14.6,5,7.576
2010/11,52_35a,63,16.7,10,15.873
2010/11,52_40a,126,18.7,1,0.794
2010/11,52_40a,112,22.9,11,9.821
2010/11,52_40a,169,35.2,4,2.367
2010/11,52_40a,128,27.3,2,1.563
2010/11,52_40a,161,23.6,4,2.484
2010/11,52_40a,144,25.5,1,0.694
2010/11,52_40a,151,22.4,1,0.662
2010/11,52_40a,138,17,3,2.174
2010/11,52_40a,156,25.3,1,0.641
2010/11,52_40a,177,33.7,7,3.955
2010/11,52_40a,154,27.6,2,1.299
2010/11,52_40a,179,29.2,1,0.559
2010/11,52_40a,129,25,2,1.55
2010/11,52_40a,164,31.4,1,0.61
2010/11,52_40a,164,23.2,1,0.61
2010/11,52_40a,167,30.3,1,0.599
2010/11,52_40a,156,20.1,2,1.282
2010/11,52_40a,179,20.4,3,1.676
2010/11,52_40a,155,15.3,3,1.935
2010/11,52_49a,111,27.1,2,1.802
2010/11,52_49a,86,41.9,11,12.791
2010/11,52_49a,94,36.1,6,6.383
2010/11,52_49a,87,44.2,1,1.149
2010/11,52_49a,80,44,2,2.5
2010/11,52_49a,79,40.7,2,2.532
2010/11,52_49a,85,38.9,2,2.353
2010/11,52_49a,90,48.9,15,16.667
2010/11,52_49a,79,42.3,4,5.063
2010/11,52_49a,90,47.5,6,6.667
2010/11,52_49a,91,37.4,15,16.484
2010/11,52_49a,70,40.2,3,4.286
2010/11,52_49a,84,34.9,1,1.19
2010/11,52_49a,85,46,2,2.353
2010/11,52_49a,102,49.1,8,7.843
2010/11,52_49a,75,44.1,3,4
2010/11,52_49a,80,28,1,1.25
2010/11,52_49a,76,37.6,4,5.263
2010/11,52_49a,89,35.2,6,6.742
2010/11,52_49a,64,31.7,4,6.25
2010/11,52_49a,78,36.1,6,7.692
2010/11,52_49a,74,31.2,3,4.054
2010/11,52_49a,81,31.9,8,9.877
2010/11,52_49a,71,39.4,5,7.042
2010/11,52_51a,140,17.2,3,2.143
2010/11,52_51a,93,16.3,7,7.527
2010/11,52_51a,125,14.3,12,9.6
2010/11,52_51a,94,13.7,5,5.319
2010/11,52_51a,106,12.6,6,5.66
2010/11,52_51a,114,17.4,3,2.632
2010/11,52_51a,136,18.7,17,12.5
2010/11,52_51a,115,19.7,10,8.696
2010/11,52_51a,87,18.5,5,5.747
2010/11,52_51a,137,19.8,8,5.839
2010/11,52_51a,129,19.1,5,3.876
2010/11,52_51a,139,18.1,10,7.194
2010/11,52_51a,124,18.1,11,8.871
2010/11,52_51a,136,17.8,14,10.294
2010/11,52_51a,131,19.3,10,7.634
2010/11,52_51a,118,18.7,9,7.627
2010/11,52_51a,135,21.8,11,8.148
2010/11,52_51a,120,17.5,9,7.5
2010/11,52_51a,137,18,16,11.679
2010/11,52_51a,122,17.6,11,9.016
2010/11,52_51a,121,19.4,23,19.008
2010/11,52_51a,118,18.3,18,15.254
2010/11,52_51a,129,16.4,20,15.504
2010/11,52_51a,109,18,17,15.596
2010/11,52_51a,92,15.2,10,10.87
2010/11,52_51a,104,16.5,22,21.154
2010/11,52_51a,100,12.7,10,10
2010/11,52_51a,98,13.9,11,11.225
2010/11,52_51a,106,13.4,9,8.491
2010/11,52_51a,107,14.1,21,19.626
2010/11,52_51a,94,14.5,10,10.638
2010/11,52_51a,94,12.2,6,6.383
2010/11,52_51a,60,12.2,3,5
2010/11,52_51a,119,17.3,5,4.202
2010/11,52_51a,118,18.4,6,5.085
2010/11,52_51a,120,15.2,14,11.667
2010/11,52_51a,120,15.7,9,7.5
2010/11,52_51a,76,13.7,2,2.632
2010/11,52_51a,83,8.4,9,10.843
2010/11,52_51a,101,11.6,23,22.772
2010/11,52_51a,82,13.7,13,15.854
2010/11,52_51a,79,13.7,11,13.924
2010/11,52_51a,89,12.6,17,19.101
2010/11,52_51a,88,13.5,17,19.318
2010/11,52_51a,69,12.6,20,28.986
2010/11,52_51a,76,11.6,18,23.684
2010/11,52_51a,64,11.6,6,9.375
2010/11,52_51a,79,12.5,28,35.443
2010/11,52_51a,81,12.5,17,20.988
2010/11,52_51a,72,22.3,19,26.389
2010/11,52_51a,76,22,16,21.053
2010/11,52_51a,75,19.8,4,5.333
2010/11,52_51a,96,19.1,13,13.542
2010/11,52_51a,86,21,7,8.14
2010/11,52_51a,65,13.7,8,12.308
2010/11,52_51a,76,11.6,19,25
2010/11,52_51a,74,11.4,1,1.351
2010/11,52_51a,77,14.4,2,2.597
2010/11,52_51a,82,16.9,18,21.951
2010/11,52_51a,87,16,15,17.241
2010/11,52_51a,85,14.4,8,9.412
2010/11,52_51a,85,14.4,9,10.588
2010/11,52_51a,90,16.9,10,11.111
2010/11,52_51a,95,16.8,3,3.158
2010/11,52_51a,83,14.1,6,7.229
2010/11,52_51a,78,16.2,21,26.923
2010/11,52_51a,82,17.7,15,18.293
2010/11,52_51a,81,14,6,7.407
2010/11,52_51a,77,15.6,7,9.091
2010/11,52_51a,78,16.8,18,23.077
2010/11,52_51a,69,17.7,19,27.536
2010/11,52_51a,77,17.1,6,7.792
2010/11,52_51a,81,14.9,10,12.346
2010/11,52_51a,87,23.2,13,14.943
2010/11,52_51a,82,20.9,4,4.878
2010/11,52_51a,95,23.2,7,7.368
2010/11,52_51a,92,22.7,1,1.087
2010/11,52_51a,101,22,4,3.96
2010/11,52_51a,99,25,6,6.061
2010/11,52_51a,102,23.5,11,10.784
2010/11,52_51a,97,19.7,8,8.247
2010/11,52_51a,103,21.2,11,10.68
2010/11,52_51a,109,18.2,12,11.009
2010/11,52_51a,94,20,5,5.319
2010/11,52_51a,84,14.3,4,4.762
2010/11,52_51a,99,16,15,15.152
2010/11,52_51a,72,17.2,1,1.389
2010/11,52_51a,123,17.1,11,8.943
2010/11,52_51a,111,20,5,4.505
2010/11,52_51a,98,18.5,9,9.184
2010/11,52_51a,105,18.1,18,17.143
2010/11,52_51a,92,18.8,10,10.87
2010/11,52_51a,102,17.7,10,9.804
2010/11,52_51a,101,20,6,5.941
2010/11,52_51a,106,20.6,21,19.811
2010/11,52_51a,102,21.2,12,11.765
2010/11,52_51a,104,21.8,5,4.808
2010/11,52_51a,99,16.8,10,10.101
2010/11,52_51a,95,20,7,7.368
2010/11,52_51a,106,22.6,3,2.83
2010/11,52_51a,98,17.2,6,6.122
2010/11,52_51a,120,20.2,9,7.5
2010/11,52_64a,97,16.1,1,1.031
2010/11,52_64a,114,22.2,2,1.754
2010/11,52_64a,45,9.7,1,2.222
2010/11,52_64a,41,9.9,1,2.439
2010/11,52_64a,83,12.4,1,1.205
2010/11,52_64a,52,18.5,1,1.923
2010/11,52_64a,81,18.1,3,3.704
2010/11,52_64a,64,10.7,1,1.563
2010/11,52_64a,81,14.6,5,6.173
2010/11,52_64a,76,12.2,3,3.947
2010/11,52_64a,69,11.9,9,13.043
2010/11,52_64a,78,18.2,4,5.128
2010/11,52_64a,62,14.3,1,1.613
2010/11,52_64a,69,13.4,5,7.246
2010/11,52_64a,68,10.4,3,4.412
2010/11,52_64a,88,13.2,4,4.545
2010/11,52_64a,82,14.2,3,3.659
2010/11,52_64a,70,10.9,2,2.857
2010/11,52_64a,91,15.3,4,4.396
2010/11,52_64a,75,12.2,4,5.333
2010/11,52_64a,73,19.4,1,1.37
2010/11,52_64a,93,27.5,2,2.151
2010/11,52_64a,84,13.3,2,2.381
2010/11,52_64a,109,15.8,22,20.183
2010/11,52_64a,85,17.9,3,3.529
2010/11,52_64a,108,20.2,2,1.852
2011/12,53_101a,66,13.6,4,6.061
2011/12,53_101a,68,19.9,1,1.471
2011/12,53_101a,68,19.2,7,10.294
2011/12,53_101a,64,14.3,2,3.125
2011/12,53_101a,58,16.5,2,3.448
2011/12,53_101a,87,22.8,3,3.448
2011/12,53_101a,94,29.6,3,3.191
2011/12,53_101a,88,16.5,1,1.136
2011/12,53_101a,67,9.9,1,1.493
2011/12,53_101a,119,31.9,2,1.681
2011/12,53_101a,112,23.4,5,4.464
2011/12,53_101a,79,15.2,3,3.797
2011/12,53_101a,77,14.2,2,2.597
2011/12,53_101a,95,16.1,2,2.105
2011/12,53_101a,74,14.5,1,1.351
2011/12,53_101a,74,20.6,1,1.351
2011/12,53_101a,76,21.3,7,9.211
2011/12,53_101a,85,21.5,1,1.176
2011/12,53_101a,91,20.2,7,7.692
2011/12,53_101a,19,8.1,1,5.263
2011/12,53_101a,93,25.5,4,4.301
2011/12,53_101a,74,14.8,3,4.054
2011/12,53_101a,91,24.1,12,13.187
2011/12,53_101a,72,21.8,4,5.556
2011/12,53_101a,94,27.2,2,2.128
2011/12,53_101a,88,18,1,1.136
2011/12,53_101a,81,24.7,1,1.235
2011/12,53_101a,100,31,1,1
2011/12,53_101a,86,16.6,1,1.163
2011/12,53_101a,66,17.6,1,1.515
2011/12,53_101a,97,26.1,4,4.124
2011/12,53_101a,61,17.3,3,4.918
2011/12,53_101a,111,29.8,6,5.405
2011/12,53_101a,101,19.4,4,3.96
2011/12,53_101a,78,23.5,4,5.128
2011/12,53_101a,95,33.2,11,11.579
2011/12,53_101a,100,24.9,2,2
2011/12,53_101a,89,24.3,6,6.742
2011/12,53_101a,77,23.4,2,2.597
2011/12,53_101a,83,26.2,11,13.253
2011/12,53_101a,113,26.1,3,2.655
2011/12,53_101a,70,12.4,1,1.429
2011/12,53_101a,91,21.4,2,2.198
2011/12,53_101a,85,22.2,9,10.588
2011/12,53_101a,109,29,2,1.835
2011/12,53_101a,43,17,3,6.977
2011/12,53_101a,76,27.6,11,14.474
2011/12,53_101a,84,25.9,1,1.19
2011/12,53_101a,107,30.6,10,9.346
2011/12,53_101a,87,29.1,5,5.747
2011/12,53_29a,46,8,1,2.174
2011/12,53_29a,52,10,1,1.923
2011/12,53_29a,126,43.4,3,2.381
2011/12,53_29a,101,43.7,1,0.99
2011/12,53_29a,75,40.2,1,1.333
2011/12,53_35a,58,13.5,2,3.448
2011/12,53_35a,77,21.1,1,1.299
2011/12,53_35a,87,23.9,3,3.448
2011/12,53_35a,67,18.3,5,7.463
2011/12,53_35a,47,15.8,3,6.383
2011/12,53_35a,73,21.3,2,2.74
2011/12,53_35a,66,15.2,6,9.091
2011/12,53_35a,74,14.4,1,1.351
2011/12,53_35a,95,26.3,1,1.053
2011/12,53_35a,93,21.5,2,2.151
2011/12,53_35a,83,20.2,1,1.205
2011/12,53_35a,100,22.9,2,2
2011/12,53_35a,65,8.6,1,1.538
2011/12,53_35a,86,14.8,1,1.163
2011/12,53_35a,81,16.4,2,2.469
2011/12,53_35a,67,18.7,1,1.493
2011/12,53_35a,81,20,1,1.235
2011/12,53_35a,88,12.3,1,1.136
2011/12,53_35a,85,11.5,1,1.176
2011/12,53_35a,82,21.5,3,3.659
2011/12,53_35a,78,22.7,1,1.282
2011/12,53_35a,85,16.7,1,1.176
2011/12,53_35a,98,27.2,3,3.061
2011/12,53_35a,70,16.9,11,15.714
2011/12,53_35a,87,17.4,1,1.149
2011/12,53_35a,107,15.2,2,1.869
2011/12,53_35a,84,10.5,2,2.381
2011/12,53_35a,82,11.1,3,3.659
2011/12,53_35a,93,23.6,4,4.301
2011/12,53_35a,83,19.2,3,3.614
2011/12,53_35a,83,14.5,1,1.205
2011/12,53_35a,99,15.6,1,1.01
2011/12,53_35a,89,15.1,2,2.247
2011/12,53_35a,119,26.1,3,2.521
2011/12,53_35a,74,11.1,4,5.405
2011/12,53_35a,91,20.3,2,2.198
2011/12,53_35a,67,16.7,2,2.985
2011/12,53_35a,80,17.3,1,1.25
2011/12,53_35a,87,20.9,4,4.598
2011/12,53_35a,78,20.3,2,2.564
2011/12,53_35a,85,10.2,3,3.529
2011/12,53_35a,77,14.4,5,6.494
2011/12,53_35a,81,6.3,9,11.111
2011/12,53_35a,85,18.5,3,3.529
2011/12,53_35a,80,11.5,2,2.5
2011/12,53_35a,89,14.3,8,8.989
2011/12,53_35a,57,9.9,3,5.263
2011/12,53_35a,53,12.6,5,9.434
2011/12,53_35a,49,7.5,8,16.327
2011/12,53_35a,81,15,6,7.407
2011/12,53_35a,82,23.7,3,3.659
2011/12,53_35a,100,18.9,1,1
2011/12,53_35a,78,12.6,3,3.846
2011/12,53_35a,82,13,3,3.659
2011/12,53_35a,83,26.1,6,7.229
2011/12,53_35a,91,19.1,9,9.89
2011/12,53_35a,74,10.7,8,10.811
2011/12,53_35a,67,14,12,17.91
2011/12,53_50a,76,8.6,2,2.632
2011/12,53_50a,93,8.4,2,2.151
2011/12,53_50a,88,13.1,2,2.273
2011/12,53_50a,57,10.5,3,5.263
2011/12,53_50a,58,6.9,1,1.724
2011/12,53_50a,80,9.9,3,3.75
2011/12,53_50a,105,14.2,3,2.857
2011/12,53_50a,100,20.4,1,1
2011/12,53_50a,131,21.2,1,0.763
2011/12,53_50a,127,22.5,1,0.787
2011/12,53_50a,111,20.5,1,0.901
2011/12,53_50a,138,25.5,2,1.449
2011/12,53_50a,92,19.4,1,1.087
2011/12,53_50a,120,18.5,5,4.167
2011/12,53_50a,123,22.4,1,0.813
2011/12,53_50a,117,20.9,1,0.855
2011/12,53_50a,94,27.5,4,4.255
2011/12,53_50a,100,30.4,1,1
2011/12,53_50a,129,34.8,1,0.775
2011/12,53_50a,132,21.5,1,0.758
2011/12,53_50a,129,22.7,9,6.977
2011/12,53_50a,136,26.2,4,2.941
2011/12,53_50a,102,13.5,1,0.98
2011/12,53_50a,121,28.2,2,1.653
2011/12,53_50a,124,33.1,1,0.806
2011/12,53_50a,140,24.1,2,1.429
2011/12,53_50a,75,16.3,1,1.333
2011/12,53_50a,131,27.5,1,0.763
2011/12,53_50a,87,18.4,1,1.149
2011/12,53_50a,95,26,1,1.053
2011/12,53_50a,116,27.2,3,2.586
2011/12,53_50a,141,30.5,2,1.418
2011/12,53_50a,92,9.4,1,1.087
2011/12,53_50a,82,9.7,3,3.659
2011/12,53_50a,61,7.5,1,1.639
2011/12,53_50a,49,5.8,1,2.041
2011/12,53_50a,74,23,2,2.703
2011/12,53_50a,43,6.7,1,2.326
2011/12,53_50a,80,17.7,1,1.25
2011/12,53_50a,132,23.8,3,2.273
2011/12,53_50a,129,25.4,1,0.775
2011/12,53_50b,95,8.7,23,24.211
2011/12,53_50b,89,9.8,18,20.225
2011/12,53_50b,104,9.7,30,28.846
2011/12,53_50b,84,9.6,13,15.476
2011/12,53_50b,93,9.9,19,20.43
2011/12,53_50b,97,9,17,17.526
2011/12,53_50b,92,9.7,21,22.826
2011/12,53_50b,91,9.4,19,20.879
2011/12,53_50b,81,9.9,17,20.988
2011/12,53_50b,100,12.2,22,22
2011/12,53_50b,119,9.5,32,26.891
2011/12,53_50b,98,8.9,23,23.469
2011/12,53_50b,108,8.1,18,16.667
2011/12,53_50b,101,11,19,18.812
2011/12,53_50b,118,10.2,17,14.407
2011/12,53_50b,117,10.7,19,16.239
2011/12,53_50b,128,11.8,28,21.875
2011/12,53_50b,118,11.8,15,12.712
2011/12,53_50b,121,10.1,26,21.488
2011/12,53_50b,111,9.8,17,15.315
2011/12,53_50b,98,7.6,21,21.429
2011/12,53_50b,108,8.2,16,14.815
2011/12,53_50b,119,8.1,30,25.21
2011/12,53_50b,121,6.1,27,22.314
2011/12,53_50b,102,8.1,22,21.569
2011/12,53_50b,123,10.7,9,7.317
2011/12,53_50b,120,9.8,38,31.667
2011/12,53_50b,119,10.7,35,29.412
2011/12,53_50b,104,8.3,27,25.962
2011/12,53_50b,112,9.7,33,29.464
2011/12,53_50b,109,10.7,18,16.514
2011/12,53_50b,121,10.1,21,17.355
2011/12,53_50b,110,10.2,20,18.182
2011/12,53_50b,130,10,22,16.923
2011/12,53_50b,121,10.1,33,27.273
2011/12,53_50b,25,4.6,2,8
2011/12,53_50b,121,9.1,26,21.488
2011/12,53_50b,132,10.7,30,22.727
2011/12,53_50b,131,10.2,27,20.611
2011/12,53_50b,109,9.2,31,28.44
2011/12,53_50b,110,8.1,18,16.364
2011/12,53_50b,124,8.5,45,36.29
2011/12,53_50b,120,8.5,25,20.833
2011/12,53_50b,114,10.4,27,23.684
